word|styled-context|chapter|location
empecatadas|"dría cinco varas escasas de ancho.

—«No señor—le decía al Obispo—; yo no comprendo que pueda ser cosa inocente e inofensiva que un sacerdote tropiece con los codos de todas las señoritas majas del pueblo...». El Obispo creía que las señoritas eran incapaces de tales tropezones. «Si fuesen aquellas <span style=""color: rgb(0, 0, 255);"">empecatadas</span> del boulevard, las chalequeras...».

Pronto se olvidó la protesta del Rector del Seminario.

—¿Quién hace caso de ese señor?—decía Visitación la del Banco—un hombre cerril; santo, eso sí, pero montaraz. En fin, ¡un hombre que me echó a mí de la sacristía de Santo Domingo siendo yo tesore"|XIV|Location 6457
cerril;|" señoritas majas del pueblo...». El Obispo creía que las señoritas eran incapaces de tales tropezones. «Si fuesen aquellas empecatadas del boulevard, las chalequeras...».

Pronto se olvidó la protesta del Rector del Seminario.

—¿Quién hace caso de ese señor?—decía Visitación la del Banco—un hombre <span style=""color: rgb(0, 0, 255);"">cerril;</span> santo, eso sí, pero montaraz. En fin, ¡un hombre que me echó a mí de la sacristía de Santo Domingo siendo yo tesorera del Corazón de Jesús!

—Un hombre así—aseveraba Obdulia—debía pasar la vida sobre una columna....

—Como San Simón Estilista—acudió Trabuco, que estaba presente.

Desde Pascu"|XIV|Location 6460
«En nombrando el ruin de Roma...»,|"os de edad y respetabilidad, pero pocas señoras. Sin embargo, las que había bastaron para comentar con abundancia de escolios y notas el hecho extraordinario de apearse el Magistral de la carretela de los Vegallana donde todas con sus propios ojos—cada cual—le acababan de ver al lado de la Regenta. <span style=""color: rgb(0, 0, 255);"">«En nombrando el ruin de Roma...»,</span> habían dicho muchos al ver aparecer la carretela. Los curas, valga la verdad, también hablaban del suceso inopinado, como lo llamaba Mourelo. El ex-alcalde Foja se paseaba en medio del Arcediano, el ilustre Glocester, y del beneficiado don Custodio, el más almibara"|XIV|Location 6468
almibarado|"vedades de la estación y con otro en la calle, regatean los precios, y cazan lisonjas y señas al vuelo. Los mancebos son casi todos catalanes; pero pronuncian el castellano con suficiente corrección. Son amables, guapos casi todos. Los más tienen la barba cortada a lo Jesucristo. Muchos ojos negros <span style=""color: rgb(0, 0, 255);"">almibarado</span>s y rosas en las mejillas. Inclinan la cabeza con una languidez entre romántica y cachazuda; aquello lo mismo puede significar: «Señorita, abrigo una pasión secreta, que...». «Señorita, ni la paciencia de Job... pero tendré paciencia».

—¡Oh, le estoy cansando a usted!—dice Visitación a un"|XIV|Location 6470
O era diplomático o no lo era.|"esaron las carcajadas, hasta que el Magistral pasó al lado de los murmuradores. Los dos clérigos le saludaron muy cortésmente y Glocester dando un paso hacia él, le acarició con una palmadita familiar sobre el hombro.

La envidia se lo comía, pero Glocester no era hombre que gastase menos disimulo. <span style=""color: rgb(0, 0, 255);"">O era diplomático o no lo era.</span>

El Magistral se contentó con escupirle para sus adentros.

Dio algunas vueltas solo, saludando a diestro y siniestro con la amabilidad de costumbre, por máquina, sin ver apenas a quien saludaba. Llevaba el manteo terciado sobre la panza, que comenzaba a indicarse; y m"|XIV|Location 6490
para sus adentros.|"é clara y evidente se le presentaba entonces la idea de una Providencia! ¡Algo así debía de ser el éxtasis de los místicos! Y don Saturno apretando el paso volvía a su casa ebrio de idealismo, mojando los embozos de la capa con las lágrimas que le hacía llorar aquel baño de idealidad, como él decía <span style=""color: rgb(0, 0, 255);"">para sus adentros.</span> Su enternecimiento era eminentemente piadoso, sobre todo en las noches de luna.

Encerrado en su casa, en su despacho, después de cenar, o bien escribía versos a la luz del petróleo o manejaba sus librotes; y por fin se acostaba, satisfecho de sí mismo, contento con la vida, feliz"|XIV|Location 6491
de buen grado hubiera echado a correr...|"algunas vueltas solo, saludando a diestro y siniestro con la amabilidad de costumbre, por máquina, sin ver apenas a quien saludaba. Llevaba el manteo terciado sobre la panza, que comenzaba a indicarse; y mano sobre mano—ya se sabe que eran muy hermosas—a paso lento (que buen trabajo le costaba, muy <span style=""color: rgb(0, 0, 255);"">de buen grado hubiera echado a correr...</span> detrás de los coches del Marqués) anduvo por allí un cuarto de hora desafiando humildemente las miradas de todos, seguro de que todos o los más hablaban de él; y de la confesión de dos horas o tres o cuatro. «¡Sabría Dios cuántas serían ya!—Aquel Glocester y "|XIV|Location 6493
hacer rodar la bola....|" de los coches del Marqués) anduvo por allí un cuarto de hora desafiando humildemente las miradas de todos, seguro de que todos o los más hablaban de él; y de la confesión de dos horas o tres o cuatro. «¡Sabría Dios cuántas serían ya!—Aquel Glocester y su don Custodio habrían tenido buen cuidado de <span style=""color: rgb(0, 0, 255);"">hacer rodar la bola....</span> ¡Las cosas que dirían ya los enemigos! Pero ¿qué le importaba a él? Lo que ahora le pesaba era no haber seguido al Vivero; ¡de todos modos habían de murmurar los miserables! y en cuanto a las personas decentes, las que a él le importaban, esas no habían de creer nada malo por"|XIV|Location 6496
agregó|" se atrevió a acercarse fue el Deán que llegaba entonces al paseo. El mismo De Pas le salió al encuentro. El Deán no hablaba casi nunca, y paseando menos. Se emparejaron y don Fermín siguió como si estuviera solo. Se acercó después el canónigo pariente del ministro y hubo que hablar y en seguida se <span style=""color: rgb(0, 0, 255);"">agregó</span> un obispo de levita (frase que hacía fortuna por aquella época) y la conversación se animó; se habló de política y de intrigas palaciegas; de mil cosas que le parecían al Magistral necedades, dicharachos indignos de sacerdotes. «¿Pero y él? ¿en qué iba pensando él? Aquello sí que era pueril, "|XIV|Location 6505
se le había ido el santo al cielo|" algunas túnicas... pero entonces se verían las piernas—¡qué horror!—, los pantalones negros, el varón vergonzante que lleva debajo el cura».

—¿Qué opina usted?—le preguntó el obispo laico en aquel instante, deteniéndose, poniéndosele delante para intimarle la respuesta.

No sabía de qué hablaban, <span style=""color: rgb(0, 0, 255);"">se le había ido el santo al cielo</span> con los cortes de la sotana.

—La verdad es que la cuestión—dijo—la cuestión... merece pensarse.

—¡Pues eso digo yo!—gritó el otro, triunfante, y le dejó seguir andando.

—¿Ven ustedes? el señor Provisor opina lo mismo que yo; dice que merece estudiarse la cuestión"|XIV|Location 6514
Don Fermín estaba en ascuas.|"rda.... El Magistral tenía aquel pozo, que no había visto, delante de los ojos, y se figuraba a Mesía dentro de él, sobre las ramas y la yerba con los brazos extendidos ¡esperando la dulce carga del cuerpo mortal de Anita!... ¿Tendría ella tan reprensible condescendencia? ¿Se dejaría echar al pozo? <span style=""color: rgb(0, 0, 255);"">Don Fermín estaba en ascuas.</span> ¿Qué le importaba a él? Pues estaba en ascuas.

Andaba a la ventura, sin saber a dónde ir. Se encontró a la puerta de su casa. Dio media vuelta y, seguro de que nadie le había visto, apretó el paso bajando por un callejón que conducía a la plazuela de Palacio, a la Corra"|XIV|Location 6537
filípica|"nto, no le humillaba... pero no convenía que la conociese el mundo. Y ahora, ¿por qué no se había quedado en casa? Bastante tiempo había pasado fuera... ¿volvería pie atrás, desafiaría el mal humor de su madre? No, no se atrevía; no estaba el suyo para escenas fuertes, le horrorizaba la idea de una <span style=""color: rgb(0, 0, 255);"">filípica</span> embozada, como solían ser las de su madre, de un discurso de moral utilitaria.... De fijo le hablaría de las necedades que le habían contado por la mañana.... Y si le decía: he comido... con la Regenta, en casa del Marqués, ¡bueno iba a estar aquello! Pero, Señor ¡qué luego, qué luego había"|XIV|Location 6546
baladí.|"en.

De Pas se acercó y leyó.

—¡Chico apestas!... ¿qué has bebido?

Don Fermín irguió la cabeza y miró al Obispo sorprendido y ceñudo.

—¿Que apesto? ¿por qué?

—A bebida hueles... no sé a qué... a ron... qué sé yo.

De Pas encogió los hombros dando a entender que la observación era impertinente y <span style=""color: rgb(0, 0, 255);"">baladí.</span> Se apartó de la mesa.

—A propósito. ¿Por qué no has avisado a tu madre?

—¿De qué?—De que comías fuera...—¿Pero usted sabe?...—Ya lo creo, hijo mío. Dos veces estuvo aquí Teresina de parte de Paula; que dónde estaba el señorito, que si había comido aquí. No, hija, no; tuve que salir yo mism"|XIV|Location 6570
mimado—.|"s vuelto a casa?

El Magistral no contestó; ya estaba en el pasillo. De lejos había dicho:

—Hasta mañana;—y había cerrado detrás de sí la puerta del gabinete con más fuerza de la necesaria.

—Tiene razón el muchacho—se quedó pensando el Obispo que trataba al Magistral como un padre débil a un hijo <span style=""color: rgb(0, 0, 255);"">mimado—.</span> Esa Paula nos maneja a todos como muñecos.

Y continuó corrigiendo la Pastoral.

De Pas tomó por el callejón arriba, desandando el camino; pero al llegar cerca de su casa se detuvo. No sabía qué hacer. La chartreuse o lo que fuera—¿¡si sería cognac!?—seguía molestándole y conocía ya él mism"|XIV|Location 6584
pilón|"uando deben de estar cerca...».

«Así como así, la brisa que ya empieza a soplar, me quitará este calor, este aturdimiento, esta sed...». El agua de las fuentes monumentales murmuraba a lo lejos con melancólica monotonía en medio del silencio en que yacía el paseo triste, solitario. Al acercarse al <span style=""color: rgb(0, 0, 255);"">pilón</span> de la fuente de Oeste, De Pas tuvo tentaciones de aplicar sus labios al tubo de hierro que apretaba con sus dientes un león de piedra, y saciar sus ansias en el chorro bullicioso, incitante.... No se atrevió y dio la vuelta, continuando su paseo en la soledad. Al llegar a la otra fuente, igual"|XIV|Location 6601
pringue,|"ra arriba, señor cura.

—Era una galera.—¡Un coche, farol!—Dos carros eran, mainate.—¡Te rompo!...—¡Te inflo!... El Magistral no pudo averiguar nada. Se inclinó a creer que habían pasado. Pero no dejó el paseo; continuó dando vueltas y limpiándose la mano besada por la chusma. Le molestaba mucho el <span style=""color: rgb(0, 0, 255);"">pringue,</span> y en el pilón de una de las fuentes se lavó un poco los dedos.

Los pilletes se dispersaron. Quedó solo don Fermín con un murciélago que volaba yendo y viniendo sobre su cabeza, casi tocándole con las alas diabólicas. También el murciélago llegó a molestarle, apenas pasaba volvíase, cada ve"|XIV|Location 6665
cuneta|"n cigarras, grillos... ranas... cualquier cosa de las que cantan en el campo acompañando el silencio de la noche?... No... no; eran cascabeles, ahora estaba seguro... ya sonaban más cerca, con cierto compás... cada vez más cerca.

—¡Deben de ser ellos! ¡qué tarde!—dijo en voz alta, acercándose a la <span style=""color: rgb(0, 0, 255);"">cuneta</span> de la carretera, a la sombra de un farol de los del paseo.

Esperó algunos minutos, con la cabeza tendida en dirección del Vivero, espiando todos los ruidos.... Vio dos luces entre la obscuridad lejana, después cuatro... eran ellos, los dos coches.... El ruido rítmico de los cascabeles se hiz"|XIV|Location 6684
despecho|"en el dolor que sintió al oír aquellas palabras. «¿Si habré yo visto visiones? ¿Si jamás este hombre me habrá mirado con amor; si aquel verle en todas partes sería casualidad; si sus ojos estarían distraídos al fijarse en mí? Aquellas tristezas, aquellos arranques mal disimulados de impaciencia, de <span style=""color: rgb(0, 0, 255);"">despecho</span>, que yo observaba con el rabillo del ojo—¡ay! ¡sí, esto era lo cierto, con el rabillo!—¿serían ilusiones mías, nada más que ilusiones? ¡Pero si no podía ser!». Y sentía sudores y escalofríos al imaginarlo. Nunca, nunca accedería ella a satisfacer las ansias que aquellas miradas le revelaban"|XIV|Location 6695
