word|ch-context-styled|chapter|kindle-location
ganzúa|"z de traiciones. Le propusieron un ama de llaves y la aceptó, sin sospechar que a los pocos meses sería él su esclavo.<br><br>Nada convenía a Paula como un amo santo. Al año de servir al canónigo Camoirán se vanagloriaba de haberle salvado varias veces de la bancarrota: sin ella hubiera tirado la casa por la ventana: todo hubiera sido de los pobres y de los tunantes y holgazanes que le saqueaban con la <span style=""color: rgb(0, 0, 255);"">ganzúa</span> de la caridad. Paula puso en orden todo aquello. Camoirán se lo agradeció y siguió dando limosna a hurtadillas, pero poca; lo que podía sisar al ama. Era el canónigo incapaz de gobernarse en las necesidades premiosas de la vida, no entendía palabra de los intereses del mundo, y al poco tiempo llegó a comprender que Paula era sus ojos, sus manos, sus oídos, hasta su sentido común. Sin Paula "|XV|Location 7018
economato|"s y su dinero y su influencia al hijo de Paula. Además, el mozo le enamoraba también; era tan discreto, tan sagaz como su madre y más amable, más suave en el trato. Pero había que sacarle de San Marcos; lo aseguraba Paula, el mozo lo deseaba, y sobre todo la salud quebrantada del aprendiz de jesuita lo exigía. Se le sacó y entró en el Seminario, a terminar la teología. Fue presbítero, y obtuvo un <span style=""color: rgb(0, 0, 255);"">economato</span> de los buenos, y fue llamado a predicar en San Isidro de León, y en Astorga, y en Villafranca y donde quiera que el canónigo Camoirán, famoso ya por su piedad, tenía influencia. Cuando a Fortunato le ofrecieron el obispado de Vetusta, él vaciló; mejor dicho, se propuso pedir de rodillas que le dejaran en paz: pero Paula le amenazó con abandonarle.—«¡Eso era absurdo!». Solo ya no podría v"|XV|Location 7027
enjugaba,|"n llegaba el Magistral aquella noche, en que, después de larga conversación con su madre, se encerró en su despacho a repasar en la memoria todo lo que él sabía de los sacrificios que aquella mujer fuerte había emprendido y realizado por él, porque él subiera, porque dominase y ganara riquezas y honores.<br><br>—«¡Sí, era un ingrato! ¡un ingrato!» y el amor filial le arrancaba dos lágrimas de fuego que <span style=""color: rgb(0, 0, 255);"">enjugaba,</span> sorprendido de sentir humedad en aquellas fuentes secas por tantos años.<br><br>«¿Cómo lloraba él? ¡Cosa más rara! ¿Sería el alcohol la causa de aquel llanto? Acaso. ¿Sería... lo que había sucedido aquel día? Tal vez todo mezclado. Oh, pero también, también el amor que él tenía a su madre era cosa tierna, grande, digna, que le elevaba a sus propios ojos».<br><br>Abrió el balcón del despacho de par e"|XV|Location 7037
hondas...».|"encios de la noche; así había él empezado a ponerse enfermucho, allá en los Jesuitas: pero entonces sus anhelos eran vagos y ahora no; ahora anhelaba... tampoco se atrevía a pedir claridad y precisión a sus deseos.... Pero ya no eran tristezas místicas, ansiedades de filósofo atado a un teólogo lo que le angustiaba y producía aquel dulce dolor que parecía una perezosa dilatación de las fibras más <span style=""color: rgb(0, 0, 255);"">hondas...».</span> La sonrisa de la Regenta se le presentó unida a la boca, a las mejillas, a los ojos que la dieran vida... y recordó una a una todas las veces que le había sonreído. En los libros aquello se llamaba estar enamorado platónicamente; pero él no creía en palabras. No; estaba seguro que aquello no era amor. El mundo entero, y su madre con todo el mundo, pensaban groseramente al calificar de "|XV|Location 7046
molicie,|" era indudable.<br><br>De una casa de la misma calle, por un balcón abierto, salían las notas dulces, lánguidas, perezosas de un violín que tocaban manos expertas. Se trataba de motivos del tercer acto del Fausto. El Magistral no conocía la música, no podía asociarla a las escenas a que correspondía, pero comprendía que se hablaba de amor. El oír con deleite, como oía, aquella música insinuante, ya era <span style=""color: rgb(0, 0, 255);"">molicie,</span> ya era placer sensual, peligroso: pero... ¡decía tan bien aquel violín las cosas raras que estaba sintiendo él!<br><br>De repente se acordó de sus treinta y cinco años, de la vida estéril que había tenido, fecunda sólo en sobresaltos y remordimientos, cada vez menos punzantes, pero más soporíferos para el espíritu. Se tuvo una lástima tiernísima; y mientras el violín gemía diciendo a su modo:<br><br>"|XV|Location 7057
Medrados estamos!»|"el violín gemía diciendo a su modo:<br><br>Al palido chiaror<br>che vien degli astri d'or<br>dami ancor contemplar il tuo viso...<br>el Magistral lloraba para dentro, mirando a la luna a través de unas telarañas de hilos de lágrimas que le inundaban los ojos.... Mirábala ni más ni menos como decía Trifón Cármenes en El Lábaro que la contemplaba él, todos los jueves y domingos, los días de folletín literario.<br><br>«¡<span style=""color: rgb(0, 0, 255);"">Medrados estamos!»</span> pensó don Fermín al dar en idea tan extravagante. Y entonces volvió a ocurrírsele que en aquel sentimentalismo de última hora debía de tener gran parte la copa de cognac, o lo que fuese.<br><br>Abajo era día de cuentas. Muy a menudo se las tomaba doña Paula al buen Froilán Zapico, el propietario de La Cruz Roja ante el público y el derecho mercantil. Froilán era un esclavo blanco de d"|XV|Location 7065
hecho un almíbar|"l matrimonio, había pensado: «Esto es algo fuerte; pero ¡ay de él si se subleva!». Froilán no se sublevó. Juana era muy buena moza y sabía cuidar a un hombre. Se casó Zapico, y al día siguiente de la boda, doña Paula, que le miraba de soslayo, con un gesto de desconfianza, tal vez algo arrepentida «de haber estirado mucho la cuerda» observó que el novio estaba muy contento, muy amable con ella, y <span style=""color: rgb(0, 0, 255);"">hecho un almíbar</span> con su mujer.<br><br>«Gordas las tragas, Froilán, eres un valiente», pensaba ella admirándole y despreciándole al mismo tiempo.<br><br>Y él sonreía con más socarronería que nunca.<br><br>«Buen chasco se había llevado la señora; si ella supiera...» pensaba él fumando su pipa. Pero es claro que jamás dijo a doña Paula el secreto de aquella noche en que hubo sorpresas muy diferentes de las que suponía"|XV|Location 7080
chasco|"e de la boda, doña Paula, que le miraba de soslayo, con un gesto de desconfianza, tal vez algo arrepentida «de haber estirado mucho la cuerda» observó que el novio estaba muy contento, muy amable con ella, y hecho un almíbar con su mujer.<br><br>«Gordas las tragas, Froilán, eres un valiente», pensaba ella admirándole y despreciándole al mismo tiempo.<br><br>Y él sonreía con más socarronería que nunca.<br><br>«Buen <span style=""color: rgb(0, 0, 255);"">chasco</span> se había llevado la señora; si ella supiera...» pensaba él fumando su pipa. Pero es claro que jamás dijo a doña Paula el secreto de aquella noche en que hubo sorpresas muy diferentes de las que suponía la señora.<br><br>Era el único secreto que había entre ama y esclavo; la única mala pasada que ella le había querido jugar.... Y como tampoco había tenido mal resultado, sino muy beneficioso para Z"|XV|Location 7083
maledicencia,|"án era fiel por conveniencia y por miedo. En aquella casa el recuento de la moneda era un culto. Desde niño se había acostumbrado don Fermín a la seriedad religiosa con que se trataban los asuntos de dinero, y al respeto supersticioso con que se manejaba el oro y la plata. Allá abajo, en la trastienda de La Cruz Roja, a la que no se pasaba, desde la casa del Magistral por sótanos, como suponía la <span style=""color: rgb(0, 0, 255);"">maledicencia,</span> sino por ancha puerta abierta en la medianería en el piso terreno, doña Paula, subida a una plataforma, ante un pupitre verde, repasaba los libros del comercio y en serones de esparto y bolsas grasientas contaba y recontaba el oro, la plata y el cobre o el bronce que Froilán iba entregándole, en pie, en una grada de la plataforma, más baja que la mesa en que el ama repasaba los libro"|XV|Location 7094
medianería|"la casa el recuento de la moneda era un culto. Desde niño se había acostumbrado don Fermín a la seriedad religiosa con que se trataban los asuntos de dinero, y al respeto supersticioso con que se manejaba el oro y la plata. Allá abajo, en la trastienda de La Cruz Roja, a la que no se pasaba, desde la casa del Magistral por sótanos, como suponía la maledicencia, sino por ancha puerta abierta en la <span style=""color: rgb(0, 0, 255);"">medianería</span> en el piso terreno, doña Paula, subida a una plataforma, ante un pupitre verde, repasaba los libros del comercio y en serones de esparto y bolsas grasientas contaba y recontaba el oro, la plata y el cobre o el bronce que Froilán iba entregándole, en pie, en una grada de la plataforma, más baja que la mesa en que el ama repasaba los libros. Parecía ella una sacerdotisa y él un acólito de"|XV|Location 7094
pupitre|"ado don Fermín a la seriedad religiosa con que se trataban los asuntos de dinero, y al respeto supersticioso con que se manejaba el oro y la plata. Allá abajo, en la trastienda de La Cruz Roja, a la que no se pasaba, desde la casa del Magistral por sótanos, como suponía la maledicencia, sino por ancha puerta abierta en la medianería en el piso terreno, doña Paula, subida a una plataforma, ante un <span style=""color: rgb(0, 0, 255);"">pupitre</span> verde, repasaba los libros del comercio y en serones de esparto y bolsas grasientas contaba y recontaba el oro, la plata y el cobre o el bronce que Froilán iba entregándole, en pie, en una grada de la plataforma, más baja que la mesa en que el ama repasaba los libros. Parecía ella una sacerdotisa y él un acólito de aquel culto platónico. El mismo don Fermín, las veces que presenciaba aquel"|XV|Location 7094
serones|"taban los asuntos de dinero, y al respeto supersticioso con que se manejaba el oro y la plata. Allá abajo, en la trastienda de La Cruz Roja, a la que no se pasaba, desde la casa del Magistral por sótanos, como suponía la maledicencia, sino por ancha puerta abierta en la medianería en el piso terreno, doña Paula, subida a una plataforma, ante un pupitre verde, repasaba los libros del comercio y en <span style=""color: rgb(0, 0, 255);"">serones</span> de esparto y bolsas grasientas contaba y recontaba el oro, la plata y el cobre o el bronce que Froilán iba entregándole, en pie, en una grada de la plataforma, más baja que la mesa en que el ama repasaba los libros. Parecía ella una sacerdotisa y él un acólito de aquel culto platónico. El mismo don Fermín, las veces que presenciaba aquellas ceremonias, sentía un vago respeto supersticioso,"|XV|Location 7095
quejidos|"Aquellos ruidos apagados por la distancia subían por el hueco de la escalera, en el silencio profundo de toda la casa. El violín volvió a rasgar el silencio de fuera con notas temblorosas, que parecían titilar como las estrellas. Ya no se trataba de las ansias amorosas de Fausto en la mirada casta y pura de Margarita; ahora el instrumentista arrastraba perezosamente por las cuerdas del violín los <span style=""color: rgb(0, 0, 255);"">quejidos</span> de la Traviata momentos antes de morir.<br><br>El Magistral vio aparecer por una esquina de la calle un bulto que se acercaba con paso vacilante, y que caminaba ya por la acera, ya por el arroyo. Era don Santos Barinaga, que volvía a su casa,—tres puertas más arriba de la del Magistral, en la acera de enfrente—. De Pas no le conoció hasta que le vio debajo de su balcón. Pero antes, al pasar jun"|XV|Location 7104
rótulo|"a, Agustinito... eso... eso... el cultivo de las artes... nada de comercio... en esta tierra de ladrones. ¿Eh...?<br><br>«Es el hijo del cerero», añadió mirando a un lado, hacia el suelo; como contándoselo a otro que estuviese junto a él y más bajo. El violín calló y don Santos dio media vuelta, como buscando las notas que se habían extinguido. Entonces vio frente por frente, iluminado por un farol, un <span style=""color: rgb(0, 0, 255);"">rótulo</span> de letras doradas que decía: «La Cruz Roja».<br><br>Barinaga se cubrió, dio una palmada en la copa del sombrero verde y extendiendo un brazo, mientras se tambaleaba en mitad del arroyo, gritó:—¡Ladrones! Sí, señor—dijo en voz más baja—, no retiro una sola palabra... ladrones; usted y su madre señor Provisor... ¡ladrones!<br><br>Barinaga hablaba con el letrero de la tienda, pero el Magistral sintió bras"|XV|Location 7114
tambaleaba|"a un lado, hacia el suelo; como contándoselo a otro que estuviese junto a él y más bajo. El violín calló y don Santos dio media vuelta, como buscando las notas que se habían extinguido. Entonces vio frente por frente, iluminado por un farol, un rótulo de letras doradas que decía: «La Cruz Roja».<br><br>Barinaga se cubrió, dio una palmada en la copa del sombrero verde y extendiendo un brazo, mientras se <span style=""color: rgb(0, 0, 255);"">tambaleaba</span> en mitad del arroyo, gritó:—¡Ladrones! Sí, señor—dijo en voz más baja—, no retiro una sola palabra... ladrones; usted y su madre señor Provisor... ¡ladrones!<br><br>Barinaga hablaba con el letrero de la tienda, pero el Magistral sintió brasas en las mejillas, y antes que pudiera notar su presencia el vecino, se retiró del balcón y sin el menor ruido, poco a poco, entornó las vidrieras hasta n"|XV|Location 7115
